City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ilhabela,-23.7781,-45.3581,77.85,77,92,2.13,BR,1612074236
Nikolskoye,59.7035,30.7861,24.8,86,75,4.47,RU,1612074237
Hangu,39.2489,117.7892,32.0,69,40,4.47,CN,1612074237
Laas,46.6166,10.7002,35.01,100,90,5.75,IT,1612074238
Puerto Ayora,-0.7393,-90.3518,78.01,91,26,5.99,EC,1612074029
Sittwe,20.15,92.9,80.42,32,92,10.25,MM,1612074239
Stann Creek Town,16.9692,-88.2321,75.0,86,51,6.8,BZ,1612074239
Severobaykal'sk,55.65,109.3167,-11.67,78,38,3.74,RU,1612074240
Talnakh,69.4865,88.3972,-30.32,72,0,7.74,RU,1612074141
Lompoc,34.6391,-120.4579,46.0,93,1,3.44,US,1612074240
Arraial do Cabo,-22.9661,-42.0278,75.97,84,44,24.96,BR,1612074208
Camacupa,-12.0167,17.4833,63.18,88,99,2.21,AO,1612074240
Bethel,41.3712,-73.414,15.01,72,1,4.59,US,1612074240
Cayenne,4.9333,-52.3333,78.8,89,75,5.75,GF,1612074029
Geraldton,-28.7667,114.6,96.8,30,0,21.85,AU,1612074241
Penzance,50.1186,-5.5371,43.0,93,90,12.66,GB,1612074242
Moindou,-21.6924,165.677,78.8,69,90,11.5,NC,1612074242
High Level,58.5169,-117.136,-9.4,84,1,2.3,CA,1612074243
Dŭstí,37.3481,68.664,59.0,41,75,4.47,TJ,1612074244
Grand-Lahou,5.1367,-5.0242,78.26,91,3,6.98,CI,1612074244
Wajima,37.4,136.9,35.6,60,40,5.75,JP,1612074244
Vanimo,-2.6741,141.3028,85.12,66,92,12.08,PG,1612074244
Salinópolis,-0.6136,-47.3561,78.44,86,100,9.51,BR,1612074245
Meulaboh,4.1363,96.1285,85.12,62,68,5.41,ID,1612074245
San Vicente,-26.6167,-54.1333,66.42,100,26,4.38,AR,1612074134
Hilo,19.7297,-155.09,71.6,83,75,6.91,US,1612074084
East London,-33.0153,27.9116,71.6,88,90,3.44,ZA,1612074245
Beringovskiy,63.05,179.3167,4.96,94,100,30.67,RU,1612074062
Bellmead,31.594,-97.1089,60.8,25,1,8.05,US,1612074245
Mount Gambier,-37.8333,140.7667,71.6,43,0,17.27,AU,1612074208
Itarema,-2.9248,-39.9167,77.43,88,99,9.1,BR,1612074246
Stornoway,58.2093,-6.3865,33.8,75,99,4.61,GB,1612074246
Solnechnyy,50.7214,136.6319,-7.28,87,75,4.97,RU,1612074246
Castro,-24.7911,-50.0119,64.18,95,100,4.16,BR,1612074047
Bengkulu,-3.8004,102.2655,80.94,74,100,8.72,ID,1612074247
Vytegra,61.0064,36.4481,20.61,96,98,8.9,RU,1612074247
Naze,28.3667,129.4833,62.6,55,20,9.22,JP,1612074063
Winnemucca,40.973,-117.7357,30.2,69,1,8.05,US,1612074088
Hermanus,-34.4187,19.2345,75.0,71,2,1.01,ZA,1612074249
Lukovetskiy,64.2956,41.9211,21.2,93,75,4.47,RU,1612074250
Flin Flon,54.7682,-101.865,3.16,94,85,3.27,CA,1612074251
Mehamn,71.0357,27.8492,24.8,96,100,19.06,NO,1612074251
Eureka,40.8021,-124.1637,54.0,82,90,8.05,US,1612074251
Paraná,-31.732,-60.5238,64.99,91,92,5.01,AR,1612074251
Cherskiy,68.75,161.3,-35.3,83,2,2.04,RU,1612074252
Provideniya,64.3833,-173.3,-9.08,86,100,18.79,RU,1612074252
Saint George,37.1041,-113.5841,37.99,75,1,3.06,US,1612074225
Chokurdakh,70.6333,147.9167,-31.4,85,25,8.9,RU,1612074250
Vardø,70.3705,31.1107,25.72,96,100,19.37,NO,1612074252
Tevriz,57.509,72.4042,10.53,95,100,9.69,RU,1612074252
Bredasdorp,-34.5322,20.0403,75.0,71,0,1.01,ZA,1612074253
Upernavik,72.7868,-56.1549,-9.63,85,82,4.14,GL,1612074253
Soyo,-6.1349,12.3689,75.2,94,75,2.3,AO,1612074255
Boyolangu,-8.1181,111.8935,85.78,66,83,2.3,ID,1612074255
Arrondissement d'Ajaccio,42.0,8.9167,55.4,71,90,20.71,FR,1612074256
Khandyga,62.6667,135.6,-45.36,77,80,0.69,RU,1612074117
Thompson,55.7435,-97.8558,14.0,85,90,2.08,CA,1612074256
Fengcheng,40.4536,124.0717,23.02,90,93,2.48,CN,1612074256
Campo Grande,-20.4428,-54.6464,71.6,88,0,10.36,BR,1612074257
Nome,64.5011,-165.4064,-14.8,76,1,5.75,US,1612074067
New Norfolk,-42.7826,147.0587,70.0,43,6,1.99,AU,1612074257
Rawson,-43.3002,-65.1023,61.27,60,52,13.82,AR,1612074193
Padang,-0.9492,100.3543,80.91,71,100,4.32,ID,1612074257
Buala,-8.145,159.5921,83.73,74,98,16.24,SB,1612074257
Kalofer,42.6167,24.9833,39.99,69,90,3.18,BG,1612074258
Otautau,-46.15,168.0,64.13,54,99,3.6,NZ,1612074258
Diamantino,-14.4086,-56.4461,72.3,89,98,4.21,BR,1612074124
Marzuq,14.4,46.4667,70.07,35,0,5.03,YE,1612074259
Launceston,-41.45,147.1667,71.6,49,75,12.66,AU,1612074259
Léo,11.1,-2.1,68.04,23,10,8.39,BF,1612074259
Laguna,38.421,-121.4238,50.0,81,75,5.14,US,1612074111
Auki,-8.7676,160.7034,83.32,75,95,15.52,SB,1612074117
Tual,-5.6667,132.75,82.74,76,62,16.49,ID,1612074259
Chui,-33.6971,-53.4616,68.58,89,100,13.82,UY,1612074259
Saldanha,-33.0117,17.9442,66.29,86,20,6.29,ZA,1612074260
São Gabriel da Cachoeira,-0.1303,-67.0892,72.5,98,79,1.39,BR,1612074260
West Helena,34.5507,-90.6418,59.0,100,55,11.5,US,1612074260
Kavieng,-2.5744,150.7967,83.57,73,99,11.9,PG,1612074261
Asău,46.4333,26.4,32.0,80,90,10.36,RO,1612074261
Chaihe,44.7667,129.7,-1.05,88,86,3.0,CN,1612074263
Krasnogorskoye,52.2953,86.1979,15.94,95,6,3.02,RU,1612074263
Ayan,56.45,138.1667,-6.92,83,100,8.63,RU,1612074264
Cidreira,-30.1811,-50.2056,74.05,90,92,4.99,BR,1612074264
Lockport,41.5895,-88.0578,30.99,100,100,19.57,US,1612074264
Zambezi,-13.5432,23.1047,66.83,96,100,7.25,ZM,1612074265
Qaanaaq,77.484,-69.3632,-4.18,87,100,0.43,GL,1612074026
Isiro,2.7739,27.616,71.51,36,62,1.88,CD,1612074266
Vangaindrano,-23.35,47.6,82.54,73,19,5.73,MG,1612074266
Moundou,8.5667,16.0833,68.58,24,0,1.7,TD,1612073983
Plettenberg Bay,-34.0527,23.3716,72.5,60,0,2.53,ZA,1612074266
Henties Bay,-22.116,14.2845,68.0,81,87,2.1,NA,1612074079
Oxford,51.7522,-1.256,30.99,86,20,5.75,GB,1612074019
Zaysan,47.4667,84.8667,9.09,92,14,2.66,KZ,1612074269
Rocha,-34.4833,-54.3333,66.2,90,100,13.65,UY,1612074270
Khatanga,71.9667,102.5,-47.97,78,40,1.48,RU,1612074250
Husavik,66.0449,-17.3389,17.6,73,90,8.05,IS,1612074271
East Wenatchee Bench,47.4257,-120.2812,35.01,93,90,1.25,US,1612074271
Dehlorān,32.6941,47.2679,54.19,40,1,0.67,IR,1612074271
Ostrovnoy,68.0531,39.5131,16.68,95,99,9.01,RU,1612074271
Kraskino,42.7114,130.7794,14.07,93,88,6.31,RU,1612074272
Urubichá,-15.3833,-62.95,72.86,91,63,3.06,BO,1612074272
Ndjolé,-0.1783,10.7649,74.32,93,96,0.81,GA,1612074272
Souillac,-20.5167,57.5167,86.0,66,40,10.36,MU,1612074272
Cabo San Lucas,22.8909,-109.9124,63.0,77,51,4.0,MX,1612074273
Ouahigouya,13.5828,-2.4216,65.07,25,0,10.09,BF,1612074273
Itoman,26.1247,127.6694,68.0,49,40,11.5,JP,1612074219
Encantado,-29.2361,-51.8697,69.01,100,100,1.52,BR,1612074273
Linxia Chengguanzhen,35.6003,103.2064,34.36,67,68,6.96,CN,1612074274
Springbok,-29.6643,17.8865,68.0,26,0,2.3,ZA,1612074274
Polovinnoye,54.7914,65.9864,11.66,96,70,2.91,RU,1612074274
Matagami,49.7502,-77.6328,-4.0,92,90,3.44,CA,1612074275
Mayumba,-3.432,10.6554,77.43,87,100,4.03,GA,1612074275
Alyangula,-13.8483,136.4192,93.2,52,24,5.75,AU,1612074275
Srednekolymsk,67.45,153.6833,-36.81,83,100,6.4,RU,1612074275
Mairang,25.5667,91.6333,66.2,42,40,3.44,IN,1612074276
Touros,-5.1989,-35.4608,75.2,88,40,2.3,BR,1612074276
La Carolina,38.2756,-3.6153,52.0,73,89,12.17,ES,1612074276
Tshikapa,-6.4167,20.8,71.17,92,100,4.27,CD,1612074278
Ayr,55.4627,-4.6339,32.0,86,0,11.5,GB,1612074278
Saint-Augustin,51.226,-58.6502,26.56,92,100,17.9,CA,1612074278
Melfi,40.9965,15.6514,46.99,100,90,14.97,IT,1612074278
Havelock,34.8791,-76.9013,39.0,60,90,6.91,US,1612074279
Northam,51.0333,-4.2167,39.0,88,79,3.0,GB,1612074279
Olafsvik,64.8945,-23.7142,22.96,87,24,14.54,IS,1612074280
Marsh Harbour,26.5412,-77.0636,67.53,62,100,14.54,BS,1612074280
Nordfjordeid,61.9063,5.9915,30.0,94,100,4.14,NO,1612074280
Kastamonu Province,41.5,33.6667,34.97,91,88,3.8,TR,1612074272
San Cristobal,7.7669,-72.225,63.61,71,77,2.06,VE,1612074280
Hājīpur,25.6833,85.2167,59.0,63,0,4.61,IN,1612074281
Lorengau,-2.0226,147.2712,83.25,79,89,11.1,PG,1612074281
Ponta do Sol,32.6667,-17.1,57.0,75,11,3.0,PT,1612074281
Makkah al Mukarramah,21.4267,39.8261,70.5,33,0,2.84,SA,1612074281
Roald,62.5833,6.1333,32.0,93,90,9.22,NO,1612074282
Kedrovyy,56.1667,91.8167,-25.6,68,0,4.47,RU,1612074282
Salto,-31.3833,-57.9667,64.0,94,94,11.99,UY,1612074009
Fuyang,32.9,115.8167,58.6,38,63,8.46,CN,1612074282
Haines Junction,60.7522,-137.5108,-18.4,76,94,1.14,CA,1612074124
Dingle,10.9995,122.6711,82.02,72,92,15.79,PH,1612074284
Los Llanos de Aridane,28.6585,-17.9182,62.6,88,0,11.5,ES,1612074284
Cockburn Town,21.4612,-71.1419,73.33,69,4,20.74,TC,1612074284
Grindavik,63.8424,-22.4338,21.2,86,90,4.61,IS,1612074284
Kiryat Gat,31.61,34.7642,59.0,47,20,11.5,IL,1612074285
Broome,42.2506,-75.833,7.0,23,73,0.67,US,1612074121
Yulara,-25.2406,130.9889,98.6,18,40,12.66,AU,1612074286
Sukhothai,17.25,99.6667,90.0,48,62,4.61,TH,1612074286
Derzhavīnsk,51.1,66.3167,19.17,95,100,5.39,KZ,1612074286
Maragogi,-9.0122,-35.2225,76.84,82,100,6.35,BR,1612074286
Mahébourg,-20.4081,57.7,86.0,66,40,10.36,MU,1612074028
Avarua,-21.2078,-159.775,77.0,88,40,2.3,CK,1612074287
Labuan,5.2767,115.2417,86.0,79,20,5.75,MY,1612074287
Matara,5.9485,80.5353,86.77,59,6,6.08,LK,1612074287
Christchurch,-43.5333,172.6333,63.0,72,0,23.02,NZ,1612074287
Pevek,69.7008,170.3133,-33.86,84,3,2.33,RU,1612074287
Bubaque,11.2833,-15.8333,77.94,55,55,10.29,GW,1612074288
São Filipe,14.8961,-24.4956,72.55,69,87,7.43,CV,1612074079
Riyadh,24.6877,46.7219,57.2,35,0,5.75,SA,1612074054
George Town,5.4112,100.3354,89.6,55,20,9.22,MY,1612074288
Norman Wells,65.282,-126.8329,-22.0,76,75,2.71,CA,1612074288
La Ronge,55.1001,-105.2842,12.2,79,4,0.54,CA,1612074288
Vao,-22.6667,167.4833,76.6,79,58,21.99,NC,1612074288
Yilan,24.757,121.753,75.2,57,20,8.05,TW,1612074288
Saint-Leu,-21.15,55.2833,87.01,61,1,2.68,RE,1612074289
Baiyin,36.5583,104.2081,33.8,23,0,6.71,CN,1612074289
Kokubu-matsuki,31.7333,130.7667,55.4,41,20,9.22,JP,1612074289
Wenling,28.3669,121.36,66.0,45,66,8.66,CN,1612074289
San Patricio,28.017,-97.5169,64.99,100,40,5.75,US,1612074289
Līsakovsk,52.5369,62.4936,10.78,95,33,3.53,KZ,1612074289
Bud,39.447,-86.1758,34.0,98,100,19.19,US,1612074290
Kismayo,-0.3582,42.5454,79.48,69,41,18.43,SO,1612074060
Guerrero Negro,27.9769,-114.0611,57.49,70,76,4.76,MX,1612074290
Krasnosel'kup,65.7,82.4667,-21.66,83,100,17.22,RU,1612074290
Iqaluit,63.7506,-68.5145,-11.2,70,1,8.99,CA,1612074290
Sitka,57.0531,-135.33,37.4,70,1,5.75,US,1612074030
Leh,34.1667,77.5833,12.63,62,38,1.32,IN,1612074291
Soubre,5.7856,-6.6083,72.66,95,11,2.75,CI,1612074291
Araouane,18.9048,-3.5265,61.81,24,13,10.38,ML,1612074291
Palu,-0.8917,119.8707,87.24,55,91,5.59,ID,1612074291
West Wendover,40.7391,-114.0733,24.8,80,1,2.42,US,1612074292
College,64.8569,-147.8028,-4.0,77,90,1.01,US,1612074292
Hasaki,35.7333,140.8333,55.0,32,20,13.8,JP,1612074292
Port Lincoln,-34.7333,135.8667,69.57,54,66,6.78,AU,1612074292
Livramento,-3.0254,-60.1803,75.2,100,0,1.77,BR,1612074292
Manakara,-22.1333,48.0167,84.22,68,1,6.06,MG,1612074293
Bereket,39.2446,55.5154,50.68,64,61,4.36,TM,1612074293
Diffun,16.6,121.5,72.75,78,100,5.28,PH,1612074294
Alekseyevsk,57.8406,108.3492,-30.64,79,100,5.06,RU,1612074294
Comodoro Rivadavia,-45.8667,-67.5,55.4,62,0,3.44,AR,1612074144
Palmer,42.1584,-72.3287,9.0,61,1,3.33,US,1612074294
Ilulissat,69.2167,-51.1,6.8,66,90,11.5,GL,1612074294
Kavaratti,10.5669,72.642,81.19,74,4,11.27,IN,1612074294
Ahipara,-35.1667,173.1667,68.25,60,24,3.33,NZ,1612074295
Juazeiro,-9.4117,-40.4986,75.2,78,0,6.91,BR,1612074295
Torbay,47.6666,-52.7314,30.0,93,90,16.11,CA,1612074295
Guarapari,-20.6667,-40.4975,77.0,83,20,5.75,BR,1612074071
Griffith,41.5284,-87.4237,30.2,93,90,16.11,US,1612074009
Zirándaro de los Chávez,18.45,-100.9833,76.71,59,64,3.22,MX,1612074295
Hong Kong,22.2855,114.1577,73.4,40,0,16.11,HK,1612074295
Kumul,42.8,93.45,32.5,74,0,4.99,CN,1612074296
Departamento de Maldonado,-34.6667,-54.9167,68.0,73,90,23.02,UY,1612074181
Hamamatsu,34.7,137.7333,54.0,42,0,11.99,JP,1612074296
Genappe,50.609,4.449,32.0,86,75,11.5,BE,1612074296
Saint-Philippe,-21.3585,55.7679,89.6,58,0,20.71,RE,1612074296
Mildura,-34.2,142.15,86.0,17,0,5.75,AU,1612074297
Yaan,7.3833,8.5667,68.05,78,0,4.29,NG,1612074297
Dubbo,-32.25,148.6167,96.8,20,62,9.22,AU,1612074106
Mackay,-21.15,149.2,84.2,70,6,18.41,AU,1612074297
Montego Bay,18.4712,-77.9188,75.2,83,75,10.36,JM,1612074297
Pisco,-13.7,-76.2167,69.8,73,0,6.91,PE,1612074298
Ketchikan,55.3422,-131.6461,30.2,100,1,6.69,US,1612074298
Omboué,-1.5746,9.2618,74.61,87,100,3.38,GA,1612074298
Vila Velha,-20.3297,-40.2925,77.0,83,20,5.75,BR,1612074200
Moose Factory,51.2585,-80.6094,-5.8,92,90,3.44,CA,1612074082
Sasovo,54.3537,41.9199,34.14,97,100,25.23,RU,1612074298
Kropotkin,45.4375,40.5756,39.58,72,100,7.0,RU,1612074299
Huilong,31.8111,121.655,61.0,57,93,6.6,CN,1612074299
Gangāwati,15.4333,76.5333,86.22,26,21,10.89,IN,1612074299
Serebryansk,49.6925,83.2892,5.0,85,40,2.24,KZ,1612074299
Gardendale,33.6601,-86.8128,51.8,82,90,16.11,US,1612074299
Kutum,14.2,24.6667,57.22,32,0,4.36,SD,1612074300
Yerbogachën,61.2767,108.0108,-24.14,83,36,6.93,RU,1612074300
Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.4,50,95,17.9,RU,1612074300
Barra de Tecoanapa,16.5167,-98.75,74.1,86,42,3.24,MX,1612074300
Mount Isa,-20.7333,139.5,100.4,23,75,5.75,AU,1612074300
Mossamedes,-15.1961,12.1522,72.01,76,88,4.07,AO,1612074063
Road Town,18.4167,-64.6167,75.0,89,44,25.01,VG,1612074301
Westport,41.1415,-73.3579,19.99,58,1,6.91,US,1612074054
Trelew,-43.249,-65.3051,61.23,58,61,13.22,AR,1612074144
Onverwacht,5.5833,-55.1833,75.2,100,20,1.14,SR,1612074301
Codrington,-38.2667,141.9667,64.74,62,0,13.71,AU,1612074302
Flinders,-34.5833,150.8552,73.0,80,98,1.99,AU,1612074303
Bitung,1.4451,125.1824,78.8,89,75,10.36,ID,1612074304
Sarkand,45.41,79.9186,35.82,76,92,0.47,KZ,1612074304
San Bartolomé de Tirajana,27.9248,-15.5733,62.6,94,75,17.27,ES,1612074305
Katsuura,35.1333,140.3,51.8,35,20,16.11,JP,1612074166
Hailar,49.2,119.7,-7.24,89,98,10.83,CN,1612074140
Grand Gaube,-20.0064,57.6608,84.99,69,11,7.0,MU,1612074078
Usta Muhammad,28.1794,68.0445,73.26,18,0,3.02,PK,1612074306
Dunedin,-45.8742,170.5036,62.01,74,57,4.0,NZ,1612074306
Carnarvon,-24.8667,113.6333,89.6,58,0,17.27,AU,1612074077
Carutapera,-1.195,-46.02,76.82,88,100,5.28,BR,1612074307
Mongo,12.1844,18.693,70.47,23,0,5.17,TD,1612074307
Bambous Virieux,-20.3428,57.7575,86.0,66,40,10.36,MU,1612074308
Port Blair,11.6667,92.75,83.57,65,0,11.77,IN,1612074309
Hamilton,39.1834,-84.5333,34.0,86,90,4.61,US,1612074217
Pimentel,-6.8367,-79.9342,71.73,76,72,12.46,PE,1612074309
Bonthe,7.5264,-12.505,75.61,89,26,1.68,SL,1612074309
Kahului,20.8947,-156.47,73.4,68,1,13.8,US,1612074255
Celendín,-6.8703,-78.1517,52.48,90,75,2.19,PE,1612074310
Svetlaya,46.5389,138.3297,8.91,78,5,7.81,RU,1612074310
Adwa,14.1646,38.8955,65.8,30,8,4.79,ET,1612074312
Hartselle,34.4434,-86.9353,51.01,87,90,12.66,US,1612074312
Lamar,33.6668,-95.5836,55.99,54,1,16.11,US,1612074177
Lata,40.1629,-8.3327,57.0,93,100,5.59,PT,1612074313
Mattru,7.6244,-11.8332,73.06,92,26,0.72,SL,1612074313
Altoona,40.5187,-78.3947,26.01,77,100,4.27,US,1612074313
Susanville,40.4163,-120.653,33.01,86,90,4.61,US,1612074045
Fortuna,40.5982,-124.1573,54.0,58,75,28.77,US,1612074313
Kalispell,48.1958,-114.3129,28.99,86,1,0.85,US,1612074313
Basco,20.4487,121.9702,70.09,71,91,26.46,PH,1612074314
Port-Gentil,-0.7193,8.7815,77.0,94,40,2.3,GA,1612074314
Ust-Kuyga,70.0167,135.6,-32.78,82,83,5.06,RU,1612074314
Esim,4.8699,-2.2405,78.28,90,4,6.13,GH,1612074315
Porto-Vecchio,41.591,9.2795,57.2,71,75,27.63,FR,1612074315
Praia da Vitória,38.7333,-27.0667,64.4,88,75,11.34,PT,1612074315
Hambantota,6.1241,81.1185,82.4,83,40,8.05,LK,1612074136
Klaksvík,62.2266,-6.589,30.2,69,20,11.5,FO,1612074315
Shalyhyne,51.5717,34.1217,24.71,98,100,11.23,UA,1612074315
Zhigansk,66.7697,123.3711,-44.45,75,73,5.44,RU,1612074315
Sri Aman,1.2376,111.4621,87.8,74,40,5.75,MY,1612074316
Bellevue,47.6104,-122.2007,46.4,93,90,7.67,US,1612074057
Tamandaré,-8.7597,-35.1047,76.98,81,96,5.82,BR,1612074316
Alofi,-19.0595,-169.9187,78.8,83,100,5.75,NU,1612074317
Tamale,9.4008,-0.8393,71.55,21,0,4.03,GH,1612074317
Bowen,-20.0167,148.2333,84.2,70,75,14.97,AU,1612074317
Kangaatsiaq,68.3065,-53.4641,2.44,95,100,8.25,GL,1612074317
Elizabeth City,36.2946,-76.2511,30.99,86,20,2.86,US,1612074318
Nouadhibou,20.931,-17.0347,64.4,63,0,18.41,MR,1612074318
Altay,47.8667,88.1167,19.53,84,0,1.36,CN,1612074318
Giera,45.4072,20.9922,48.2,57,0,8.05,RO,1612074318
Yomou,7.5603,-9.2653,68.22,99,23,2.3,GN,1612074319
Mayo,38.8876,-76.5119,32.0,59,1,4.59,US,1612074319
Porto Belo,-27.1578,-48.5531,78.8,89,0,9.22,BR,1612074320
Inhambane,-23.865,35.3833,86.0,70,40,5.75,MZ,1612074320
Terney,45.0503,136.6092,7.07,79,0,7.14,RU,1612074321
Ixtapa,20.7,-105.2,68.0,94,1,2.26,MX,1612074239
Uíge,-7.6087,15.0613,68.18,95,100,1.81,AO,1612074321
Erzurum Province,40.0,41.5,28.4,80,75,3.44,TR,1612074321
Stykkisholmur,65.0757,-22.7297,14.14,90,13,10.0,IS,1612074322
Porto Recanati,43.4365,13.6613,48.99,37,100,5.32,IT,1612074322
Dondo,-19.6094,34.7431,86.0,74,20,2.3,MZ,1612074322
Klaeng,12.7797,101.6483,97.0,33,4,3.15,TH,1612074323
Esso,55.9333,158.7,-0.56,87,85,1.41,RU,1612074324
Whitehorse,60.7161,-135.0538,-5.8,77,75,4.61,CA,1612074324
Esperance,-33.8667,121.9,84.2,23,0,8.05,AU,1612074031
Kashin,57.3592,37.6081,17.44,97,98,4.97,RU,1612074324
